facility_id,country_name,facility_name,city,operational_status,year_operational,facility_type,control_category,control_rationale,hyperscaler_presence,chinese_role,operator_name,ownership_type,major_shareholders,controlling_entities,control_mechanisms,dfi_involvement,investment_usd,key_tenants,ultimate_parent_hq_country,ultimate_parent_company,control_confidence
NGA-010,Nigeria,MTN Ikoyi Switch,Lagos,Operational,,Enterprise,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,MTN Business Nigeria,Private domestic,"1. Government Employees Pension Fund (PIC): 19.44%; 2. M1 Limited: 5.78% (Dec 2024); est. others: Capital Research ~7%, Coronation ~5% [MTN FY24 AFS](https://www.mtn.com/wp-content/uploads/2025/04/MTN-Group-FY-24-Annual-Financial-Statements.pdf), [Simply Wall St](https://simplywall.st/stocks/us/telecom/otc-mtno.y/mtn-group/ownership)",None; largest PIC 19.44%,"One-share-one-vote; majority independent board (Mcebisi Jonas Chair); JSE rules (75% for some resolutions) [MatrixBCG](https://matrixbcg.com/blogs/owners/mtn), [MTN Leadership](https://www.mtn.com/leadership/)","Historical: IFC $100M (2003 Nigeria), $50M loan (recent?); AfDB $500k grant fintech study; no major recent equity/debt for Group [World Bank](https://documents.worldbank.org/pt/publication/documents-reports/documentdetail/099701402242637666)",,Telcos; enterprises,South Africa,MTN Group Limited (standalone),high
NGA-011,Nigeria,Digital Realty LOS1 (Victoria Island),Lagos,Operational,2010,Colocation/carrier-neutral,US control,Digital Realty Trust (NYSE:DLR),Yes,Construction/Equipment,Digital Realty,Private foreign,"1. Vanguard Group (15.79%), 2. BlackRock (11.29%), 3. Cohen &amp; Steers (8.15%), 4. Norges Bank (6.40%), 5. State Street (6.01%) as of Dec 2025 [Yahoo Finance](https://finance.yahoo.com/quote/DLR/holders/)",,Equity,"None identified (searches for IFC, DFC, BII, AfDB returned no direct involvement)",,Banks; telcos; enterprises,USA,Digital Realty Trust (self),high
NGA-012,Nigeria,Digital Realty LOS2 (Victoria Island),Lagos,Operational,2023,Colocation/carrier-neutral,US control,Digital Realty Trust (NYSE:DLR),Yes,Construction/Equipment,Digital Realty,Private foreign,"1. Vanguard Group (15.79%), 2. BlackRock (11.29%), 3. Cohen &amp; Steers (8.15%), 4. Norges Bank (6.40%), 5. State Street (6.01%) as of Dec 2025 [Yahoo Finance](https://finance.yahoo.com/quote/DLR/holders/)",,Equity,"None identified (searches for IFC, DFC, BII, AfDB returned no direct involvement)",,Banks; enterprises,USA,Digital Realty Trust (self),high
NGA-013,Nigeria,Digital Realty LKK1 (Lekki Bldg 1),Lagos,Operational,2022,Colocation/carrier-neutral,US control,Digital Realty Trust (NYSE:DLR),Yes,Construction/Equipment,Digital Realty,Private foreign,"1. Vanguard Group (15.79%), 2. BlackRock (11.29%), 3. Cohen &amp; Steers (8.15%), 4. Norges Bank (6.40%), 5. State Street (6.01%) as of Dec 2025 [Yahoo Finance](https://finance.yahoo.com/quote/DLR/holders/)",,Equity,"None identified (searches for IFC, DFC, BII, AfDB returned no direct involvement)",,Banks; enterprises,USA,Digital Realty Trust (self),high
NGA-014,Nigeria,Digital Realty LKK2 (Lekki Bldg 2),Lagos,Operational,2025,Colocation/carrier-neutral,US control,Digital Realty Trust (NYSE:DLR),Yes,Construction/Equipment,Digital Realty,Private foreign,"1. Vanguard Group (15.79%), 2. BlackRock (11.29%), 3. Cohen &amp; Steers (8.15%), 4. Norges Bank (6.40%), 5. State Street (6.01%) as of Dec 2025 [Yahoo Finance](https://finance.yahoo.com/quote/DLR/holders/)",,Equity,"None identified (searches for IFC, DFC, BII, AfDB returned no direct involvement)",,Telcos; cloud providers; enterprises,USA,Digital Realty Trust (self),high
NGA-015,Nigeria,Digital Realty ABV1 (Abuja),Abuja,Operational,2021,Colocation/carrier-neutral,US control,Digital Realty Trust (NYSE:DLR),Yes,Construction/Equipment,Digital Realty,Private foreign,"1. Vanguard Group (15.79%), 2. BlackRock (11.29%), 3. Cohen &amp; Steers (8.15%), 4. Norges Bank (6.40%), 5. State Street (6.01%) as of Dec 2025 [Yahoo Finance](https://finance.yahoo.com/quote/DLR/holders/)",,Equity,"None identified (searches for IFC, DFC, BII, AfDB returned no direct involvement)",,Government; banks; enterprises,USA,Digital Realty Trust (self),high
NGA-016,Nigeria,Galaxy Backbone NSSC DC1 Abuja,Abuja,Operational,2013,Government,African control,African ultimate parent (Nigeria),Yes,Construction/Equipment,Galaxy Backbone,Government / SOE,Federal Government of Nigeria (100%),Federal Government of Nigeria,Equity,None identified,,FGN ministries; government agencies,Nigeria,Federal Government of Nigeria,high
NGA-017,Nigeria,Galaxy Backbone Kano DC (Tier IV),Kano,Operational,2022,Government,African control,African ultimate parent (Nigeria),Yes,Construction/Equipment,Galaxy Backbone,Government / SOE,Federal Government of Nigeria (100%),Federal Government of Nigeria,Equity,None identified,,FGN ministries; government backup,Nigeria,Federal Government of Nigeria,high
NGA-021,Nigeria,Nxtra by Airtel Lagos Data Centre Park,Lagos,Under construction,2028,Hyperscale,Other foreign control,Ultimate parent HQ: India,Yes,Construction/Equipment,Nxtra by Airtel,Private foreign,"1. Bharti Airtel Limited (62.33%), 2. Bharti Overseas Pvt Ltd (16.21%), 3. Warburg Pincus LLC (3.96%), 4. Qatar Holding LLC (3.67%), 5. GIC Pte Ltd (3.06%) [MarketScreener](https://www.marketscreener.com/quote/stock/AIRTEL-AFRICA-PLC-61661826/company/)","Bharti Airtel Limited (India), Bharti family via Bharti Enterprises","~62% direct stake by Bharti Airtel; board with Bharti family/non-execs (Sunil Bharti Mittal, Shravin Bharti Mittal); majority voting control [Airtel Africa FY25 FS](https://assets.airtel.in/static-assets/cms/investor/docs/annual_results_2024_25/Airtel_Africa_plc_FS.pdf)",IFC: $194M loan (2022) for ops in 6 countries; potential $100M (2025) Kenya/Rwanda; BII (CDC): â‚¬30M (2014) debt [IFC](https://www.ifc.org/en/pressroom/2022/ifc-loan-to-airtel-africa-to-support-mobile-internet-connectivity-expansion-across-africa); [BII](https://www.bii.co.uk/en/our-impact/investment/bharti-airtel-investment-01/),,Hyperscalers; cloud providers; AI workloads,India,Bharti Airtel Limited (ultimate controlling entity: Bharti Enterprises (Holding) Private Limited),high
NGA-022,Nigeria,Kasi Cloud LOS1 Lagos Campus,Lagos,Under construction,2026,Hyperscale,African control,African ultimate parent (Nigeria),Yes,None identified,Kasi Cloud,Joint venture (majority domestic),"NSIA (significant minority stake, exact % unknown; equity valued at N9.576B); Founders Johnson Agogbua, Mark Adams",Nigeria Sovereign Investment Authority (NSIA),Equity,"None (NSIA is domestic SWF, not international DFI like IFC/DFC/BII/AfDB)",250000000,AI providers; hyperscalers; enterprises,Nigeria,Nigeria Sovereign Investment Authority (NSIA),high
NGA-024,Nigeria,ipNX Nigeria Data Centre Lagos,Lagos,Operational,2012,Colocation/carrier-neutral,African control,African ultimate parent (Nigeria),Yes,Construction/Equipment,ipNX Nigeria,Private domestic,"Not publicly disclosed; likely Nigerian founders/management (e.g., Ejovi Aror, Group MD)",None identified (appears independently owned),Equity,"USTDA (US agency) feasibility grant; no IFC, DFC, BII, AfDB involvement [USTDA](https://datastore.iatistandard.org/activity/US-GOV-12-1131PL20GH11207-134523)",,Enterprises; financial institutions; telcos,Nigeria,None identified (appears independently owned),high
NGA-025,Nigeria,NTT Internet Solutions Nigeria Lagos,Lagos,Operational,2010,Colocation/carrier-neutral,Other foreign control,Ultimate parent HQ: Japan,Yes,None identified,NTT DATA Inc,Private foreign,"[NTT IR](https://group.ntt/en/ir/shares/digest.html): 1. Minister of Finance (35.70%), 2. Master Trust Bank Japan Trust (10.10%), 3. Custody Bank Japan Trust (4.08%), 4. Toyota Motor (2.47%), 5. State Street Bank (1.10%) (Dec 31, 2025)","Japanese Government (MOF), NTT Board/Management",Govt min 1/3 stake per NTT Law; 50% independent board directors; Nomination/Compensation Committees w/ majority independents; one-share-one-vote ([NTT Governance](https://group.ntt/en/sustainability/governance/corporate-governance/)),None identified,,Enterprises; multinationals,Japan,Nippon Telegraph and Telephone Corporation (NTT),high
NGA-026,Nigeria,INQ.Digital Nigeria Data Centre Ikoyi,Lagos,Operational,2013,Colocation/carrier-neutral,African control,Econet Group / Strive Masiyiwa (Zimbabwe) ultimate control; UK domicile and US DFC/Google/NVIDIA minority positions do not transfer control,Yes,None identified,INQ.Digital Nigeria (inq.),Private foreign,"Not disclosed with %; known: Econet Group (likely largest), Strive Masiyiwa, Google LLC, NVIDIA, IFC, DFC, BII, Finnfund, PIC, Royal Bafokeng, Afreximbank/FEDA, Gateway Capital [Investor List](https://www.cassavatechnologies.com/cassava-technologies-secures-investment-to-accelerate-growth/)","Strive Masiyiwa (Founder/Exec Chairman, Zimbabwean); Econet Group [Leadership](https://www.cassavatechnologies.com/executive-leadership/)",Founder-led exec chair; Group CEO Hardy Pemhiwa; exec team (no full public board). [Exec Leadership](https://www.cassavatechnologies.com/executive-leadership/),"Yes: IFC (debt/investor), DFC ($90M), BII (investor), Finnfund ($90M), Afreximbank/FEDA. No AfDB/Proparco found. [Investors](https://www.cassavatechnologies.com/secures-usd-310-million-in-funding-and-completes-business-reorganisation/)",,Enterprises; telcos; content providers,UK / Zimbabwe,None (standalone private; controlled by Econet Group / Strive Masiyiwa),high
NGA-030,Nigeria,Africa Data Centres Abuja DR (Planned),Abuja,Under construction,,Colocation/carrier-neutral,African control,Econet Group / Strive Masiyiwa (Zimbabwe) ultimate control; UK domicile and US DFC/Google/NVIDIA minority positions do not transfer control,Yes,None identified,Africa Data Centres,Private foreign,"Not disclosed with %; known: Econet Group (likely largest), Strive Masiyiwa, Google LLC, NVIDIA, IFC, DFC, BII, Finnfund, PIC, Royal Bafokeng, Afreximbank/FEDA, Gateway Capital [Investor List](https://www.cassavatechnologies.com/cassava-technologies-secures-investment-to-accelerate-growth/)","Strive Masiyiwa (Founder/Exec Chairman, Zimbabwean); Econet Group [Leadership](https://www.cassavatechnologies.com/executive-leadership/)",Founder-led exec chair; Group CEO Hardy Pemhiwa; exec team (no full public board). [Exec Leadership](https://www.cassavatechnologies.com/executive-leadership/),"Yes: IFC (debt/investor), DFC ($90M), BII (investor), Finnfund ($90M), Afreximbank/FEDA. No AfDB/Proparco found. [Investors](https://www.cassavatechnologies.com/secures-usd-310-million-in-funding-and-completes-business-reorganisation/)",,Government; BDIC; enterprises,UK / Zimbabwe,None (standalone private; controlled by Econet Group / Strive Masiyiwa),high
RWA-002,Rwanda,TrAC Kigali (Telecom House),Kigali,Operational,2015,Colocation/carrier-neutral,African control,African ultimate parent (Rwanda / Kenya ),Yes,None identified,TransAfrica Communications Ltd (TrAC),Private domestic,AKA Partners (majority); pre-acquisition co-founder Johnny Kayihura (Rwandan),"Connecting Communities Africa (CCA), backed by AKA Partners (majority shareholders)",Equity,None found,,Enterprises; ISPs; government agencies,Rwanda / Kenya ,"Connecting Communities Africa (CCA), backed by AKA Partners (majority shareholders)",high
RWA-003,Rwanda,AOS Ltd National Data Centre,Kigali,Operational,2014,Government,Joint foreign (other),KT (South Korea) JV with Government of Rwanda,Yes,Construction/Equipment,AOS Ltd,Joint venture (majority domestic),"National Pension Service (7.77%), Hyundai Motor Co. (4.86%), Silchester International (4.14%), Hyundai Mobis (3.21%), various foreign institutions (total foreign 49%).[KT IR](https://corp.kt.com/eng/html/investors/stocks/construction.html) [Investing.com](https://www.investing.com/equities/kt-corp-ownership)",None (publicly listed with no controlling shareholder),Equity,None found for KT/KTR Rwanda data centre (general Rwanda DFI activity exists but unrelated).[search results],5200000,Rwanda Public Procurement Authority; Kigali City surveillance system; government ministries,,None (publicly listed with no controlling shareholder),medium
RWA-004,Rwanda,Africa Data Centres Kigali (ADC KGL1),Kigali,Under construction,,Colocation/carrier-neutral,African control,Econet Group / Strive Masiyiwa (Zimbabwe) ultimate control; UK domicile and US DFC/Google/NVIDIA minority positions do not transfer control,Yes,None identified,Africa Data Centres (ADC),Private foreign,"Not disclosed with %; known: Econet Group (likely largest), Strive Masiyiwa, Google LLC, NVIDIA, IFC, DFC, BII, Finnfund, PIC, Royal Bafokeng, Afreximbank/FEDA, Gateway Capital [Investor List](https://www.cassavatechnologies.com/cassava-technologies-secures-investment-to-accelerate-growth/)","Strive Masiyiwa (Founder/Exec Chairman, Zimbabwean); Econet Group [Leadership](https://www.cassavatechnologies.com/executive-leadership/)",Founder-led exec chair; Group CEO Hardy Pemhiwa; exec team (no full public board). [Exec Leadership](https://www.cassavatechnologies.com/executive-leadership/),"Yes: IFC (debt/investor), DFC ($90M), BII (investor), Finnfund ($90M), Afreximbank/FEDA. No AfDB/Proparco found. [Investors](https://www.cassavatechnologies.com/secures-usd-310-million-in-funding-and-completes-business-reorganisation/)",,Enterprise; cloud providers; ISPs,UK / Zimbabwe,None (standalone private; controlled by Econet Group / Strive Masiyiwa),high
RWA-005,Rwanda,MTN Rwanda Data Centre (MTN Centre Kigali),Kigali,Operational,2012,Colocation/carrier-neutral,African control,African ultimate parent (South Africa),Yes,Construction/Equipment,MTN Rwanda,Private foreign,"1. Government Employees Pension Fund (PIC): 19.44%; 2. M1 Limited: 5.78% (Dec 2024); est. others: Capital Research ~7%, Coronation ~5% [MTN FY24 AFS](https://www.mtn.com/wp-content/uploads/2025/04/MTN-Group-FY-24-Annual-Financial-Statements.pdf), [Simply Wall St](https://simplywall.st/stocks/us/telecom/otc-mtno.y/mtn-group/ownership)",None; largest PIC 19.44%,"One-share-one-vote; majority independent board (Mcebisi Jonas Chair); JSE rules (75% for some resolutions) [MatrixBCG](https://matrixbcg.com/blogs/owners/mtn), [MTN Leadership](https://www.mtn.com/leadership/)","Historical: IFC $100M (2003 Nigeria), $50M loan (recent?); AfDB $500k grant fintech study; no major recent equity/debt for Group [World Bank](https://documents.worldbank.org/pt/publication/documents-reports/documentdetail/099701402242637666)",,MTN Rwanda internal; enterprise customers; ISPs,South Africa,MTN Group Limited (standalone),high
RWA-006,Rwanda,Liquid Intelligent Technologies Rwanda,Kigali,Operational,2014,Colocation/carrier-neutral,African control,Econet Group / Strive Masiyiwa (Zimbabwe) ultimate control; UK domicile and US DFC/Google/NVIDIA minority positions do not transfer control,Yes,None identified,Liquid Intelligent Technologies Rwanda,Private foreign,"Not disclosed with %; known: Econet Group (likely largest), Strive Masiyiwa, Google LLC, NVIDIA, IFC, DFC, BII, Finnfund, PIC, Royal Bafokeng, Afreximbank/FEDA, Gateway Capital [Investor List](https://www.cassavatechnologies.com/cassava-technologies-secures-investment-to-accelerate-growth/)","Strive Masiyiwa (Founder/Exec Chairman, Zimbabwean); Econet Group [Leadership](https://www.cassavatechnologies.com/executive-leadership/)",Founder-led exec chair; Group CEO Hardy Pemhiwa; exec team (no full public board). [Exec Leadership](https://www.cassavatechnologies.com/executive-leadership/),"Yes: IFC (debt/investor), DFC ($90M), BII (investor), Finnfund ($90M), Afreximbank/FEDA. No AfDB/Proparco found. [Investors](https://www.cassavatechnologies.com/secures-usd-310-million-in-funding-and-completes-business-reorganisation/)",,Enterprise; SME; government; cloud providers,UK / Zimbabwe,None (standalone private; controlled by Econet Group / Strive Masiyiwa),high
RWA-007,Rwanda,Nxtra by Airtel Rwanda (Planned Edge DC),Kigali,Planned,,Edge,Other foreign control,Ultimate parent HQ: India,Yes,Construction/Equipment,Nxtra by Airtel Africa,Private foreign,"1. Bharti Airtel Limited (62.33%), 2. Bharti Overseas Pvt Ltd (16.21%), 3. Warburg Pincus LLC (3.96%), 4. Qatar Holding LLC (3.67%), 5. GIC Pte Ltd (3.06%) [MarketScreener](https://www.marketscreener.com/quote/stock/AIRTEL-AFRICA-PLC-61661826/company/)","Bharti Airtel Limited (India), Bharti family via Bharti Enterprises","~62% direct stake by Bharti Airtel; board with Bharti family/non-execs (Sunil Bharti Mittal, Shravin Bharti Mittal); majority voting control [Airtel Africa FY25 FS](https://assets.airtel.in/static-assets/cms/investor/docs/annual_results_2024_25/Airtel_Africa_plc_FS.pdf)",IFC: $194M loan (2022) for ops in 6 countries; potential $100M (2025) Kenya/Rwanda; BII (CDC): â‚¬30M (2014) debt [IFC](https://www.ifc.org/en/pressroom/2022/ifc-loan-to-airtel-africa-to-support-mobile-internet-connectivity-expansion-across-africa); [BII](https://www.bii.co.uk/en/our-impact/investment/bharti-airtel-investment-01/),,,India,Bharti Airtel Limited (ultimate controlling entity: Bharti Enterprises (Holding) Private Limited),high
